Descuento,Deuda,Edad,Unidades curriculares 1.º semestre (matriculadas),Unidades curriculares 1.º semestre (evaluadas),Unidades curriculares 1.º semestre (aprobadas),Desarrollo de Tareas (%),Asistencia (%),Promedio ponderado del semestre,¿La distancia y la separación de mi familia para estudiar en la universidad me hacen considerar abandonar mis estudios.?,¿La incompatibilidad entre mis horarios de trabajo y las clases me llevaría a abandonar la carrera.?,¿La calidad de la enseñanza y las metodologías docentes me desmotivan al punto de pensar en abandonar?,"¿La falta de recursos económicos, becas o facilidades de pago me haría interrumpir mis estudios?","¿Me siento poco integrado/a con mis compañeros y actividades universitarias, lo que me hace pensar en abandonar?","¿El estrés, la ansiedad u otros problemas de bienestar asociados a la vida universitaria me hacen considerar abandonar?",¿La falta de seguridad dentro o cerca del campus influye en mi intención de abandonar?,¿La retroalimentación tardía o poco clara de los docentes afecta mi continuidad y me hace pensar en abandonar?,¿La carrera/facultad donde estoy matriculado no cumple mis expectativas y me hace pensar en retirarme?,¿La dificultad de los cursos supera mis capacidades actuales y me lleva a considerar dejar la universidad?,¿Cuento con poco apoyo familiar para continuar mis estudios y eso me hace considerar el abandono?,"¿Me cuesta adaptarme a la cultura y normas institucionales, lo que afecta mi permanencia?","¿No veo una trayectoria profesional clara a partir de mi carrera actual, por lo que consideraría retirarme?",PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
153.83,850.44,23,4,3,2,78.9,87.3,10.74,5,2,2,2,5,5,2,2,4,5,4,1,1,-2.6302835978438908,-0.29592161878811507,-0.6751202102676037,0.24004700488580394,-1.2142650188996276,1.4202493066816417,0.6619056007485026,0.1593559584315446,0.7758720292897999,-0.9921924514085202
166.32,1438.65,19,7,7,4,89.4,82.9,12.01,1,1,5,4,1,3,4,1,3,4,1,2,1,1.0298760754070242,-0.8765333803621412,0.5533673466351116,0.012433229906018736,0.07697686024679114,-1.8666961482720512,0.06573432165070936,-1.164529795802185,0.8681570742558057,-0.4929763628092326
472.12,2358.7,19,6,5,3,79.8,79.6,11.99,1,3,3,5,5,1,1,2,1,4,1,4,1,-0.43953776925656096,-0.5679499596084506,2.233472775085949,0.1835362638539314,-1.1547007648441237,-1.4629642003291887,1.370067973313527,-0.0652808505879852,-1.2316229021015803,0.734606832740843
397.22,1724.92,25,4,3,2,75.8,89.9,10.49,1,2,5,5,3,4,3,1,3,5,1,3,1,-2.689135649798493,-0.7993854529869078,1.4867762810659972,0.226923223906022,-0.3238471822217463,-0.03721277439536366,0.9459499140085471,-1.050914358746957,0.7901583642746102,-0.009672259226081802
530.27,197.13,21,4,3,3,94.1,90.0,19.21,3,3,1,1,3,5,3,4,2,3,3,4,1,-1.3600869972954333,2.7805068762089085,-1.7405754911468292,0.37638993826740264,-0.7999541863529827,-0.09281519483090009,0.12523379192584602,0.09998956234827511,-0.14632698041047787,-0.26306724378376506
562.26,482.43,25,4,3,2,81.6,93.7,11.82,3,3,2,3,2,4,1,1,1,5,5,5,4,-2.503741249075942,0.2559472721753049,-1.0736454909428015,1.792534484814857,-0.3952365948917876,1.272063712840045,0.5337260083150018,1.508123384236918,-0.30763109328467614,-0.06210717525404979
622.01,1113.92,23,5,4,2,86.2,92.0,9.09,5,5,3,5,3,1,4,5,5,5,5,3,4,-1.9368361613025644,-0.5693582091044412,0.3917633706993835,0.9848795086076575,2.1570621118457254,0.3339272887197329,-0.4357598064698007,0.3577145907788272,1.5947790062722853,-0.22830794681597896
215.67,795.39,20,4,3,2,84.8,79.6,14.03,3,2,2,2,5,2,2,4,2,1,4,1,5,-2.006877008022051,2.024654207518225,-0.4714604925285161,-0.5817323811717553,0.5480549648528049,0.3569191733265097,-0.1952254701039457,1.238372591894597,-1.2335300032960035,-0.20237923071231204
624.23,745.61,18,8,8,5,78.1,89.1,12.9,2,5,3,1,1,1,3,5,4,5,1,1,5,2.337723621655021,-0.7431583779808116,-1.4933189731037297,-0.6062075789936328,2.382363275300659,-1.8549536482469642,-0.5225337311031136,-1.0724422688369382,-0.0836020646402391,0.16824650528746357
392.84,101.65,21,6,6,5,89.1,74.3,17.11,3,4,1,1,1,1,5,3,2,5,5,5,2,1.147153954244609,1.1320261864957402,-2.000302675055559,0.14536301645910316,-0.2309542451447507,-0.5625018191411928,-0.43997594986826866,-0.45587519630874984,-0.12015619420376548,-0.5959025137395775
319.94,911.62,22,8,7,5,73.7,100.0,14.22,4,4,4,2,5,2,2,2,5,5,3,5,1,2.044992468102703,-0.4295321000985333,0.110558477422058,1.5065935650579056,-0.7213525946017771,-0.13246139354185768,2.091041264549078,-0.6943549965019601,1.074641496841681,-1.4682353279933427
298.23,2905.67,22,7,7,4,84.3,88.0,12.86,4,5,2,5,1,1,3,2,3,4,1,4,1,1.109471487027637,-0.5633900577527169,2.343986620805211,0.5906013303084623,-0.44713262706398016,-0.9829627864285432,-0.4035619556474557,-1.0006830327990144,1.3457214807463254,0.40624034614001603
709.69,3007.27,18,5,5,3,74.4,78.3,11.68,1,1,2,5,1,1,3,3,4,3,1,4,1,-0.8776195907605442,-0.17825394103534223,2.267877174839331,-0.26002665138326814,-0.495870901379853,-1.9040872892929128,-1.3256182734793818,-1.1822575836573983,-1.0155262722125586,0.025738512638272364
309.53,66.18,21,6,6,3,85.3,89.7,11.47,3,1,3,4,4,5,5,4,4,5,5,1,5,-0.2931813011514625,-0.9507546096282802,-1.057532200832185,0.7554537616574835,2.1717864503081667,0.9338459160227562,-0.6497891587644815,0.5569946637963196,-0.03642183346309029,-0.9825926324234777
847.34,987.97,22,5,4,2,72.6,79.7,10.92,2,4,5,5,5,4,5,1,5,5,5,3,5,-1.8512634269803534,-1.2518116372988914,0.2536852593024606,0.2516107734694981,1.6719284315811036,1.711227473758187,1.4449713485062583,-0.5190474770428958,-0.04152111419537845,0.46716266276855495
987.36,956.24,19,8,8,6,67.0,84.2,15.98,4,4,5,4,3,1,2,3,5,5,1,4,5,3.0054472938958816,-0.5666135798819929,0.39368190269802683,0.30373483890013825,0.532535412893827,-1.0084374225107018,0.1459454818065551,-0.8059144095419245,0.08063280381787531,0.4059210307539677
727.12,610.37,20,7,7,6,87.7,93.9,17.98,2,1,1,5,1,2,5,4,3,3,5,3,4,2.4912641307266465,1.6036591998990153,-0.007189655686047112,0.9872423188550234,2.040873785719414,-0.20666186752343257,-1.6744349348413692,0.5487546622600917,-0.8043569089824882,-0.45112451433382267
230.82,236.83,24,8,8,5,68.0,88.5,12.5,2,3,4,3,4,5,5,3,3,4,1,4,1,2.1396697662919175,-1.4439583180397846,-0.2661092495832808,-0.3208112396590331,-0.4966096481880985,-0.04539534797092873,0.7259980423178203,-1.6062757498964289,0.33819087956683513,-0.608056462293904
216.04,824.48,20,5,4,2,88.1,92.8,12.5,4,5,1,5,3,2,1,2,4,3,2,4,1,-1.542783408208415,0.8372681811764516,1.0537724241714193,1.019268457283483,-0.6315812695718638,-0.39184592735883356,0.8974091506030478,-0.5599312863820687,0.4026969006043418,-0.6589871075253104
594.7,541.52,25,8,8,3,94.7,80.9,8.61,3,5,4,4,1,3,2,3,2,5,5,3,1,0.990665941440409,-2.1637760602694827,-1.141474771386159,-0.049798014771748236,0.27164818454951384,0.07725193378643008,0.4481525665432056,0.9765351311674054,2.0700148834704626,0.10401337819581324
601.92,428.17,21,6,6,4,76.5,73.5,12.17,4,2,2,4,1,2,1,4,2,1,5,1,3,0.476310953201762,0.6450676443222243,-0.5989774208960272,-1.6639336866246832,-0.26460487960947665,0.07227462443154913,-1.4494204918323916,1.8395998187997034,-0.3221803935829401,-0.06031844312009128
1234.28,907.22,23,7,7,4,73.5,93.4,12.59,5,1,3,4,3,1,1,5,1,4,5,4,2,1.2018269882232473,-0.24432533593214673,-0.2275213621170646,1.0496710711745592,-0.6380652017326673,-0.5489969770271547,-0.831116913569515,2.514878546795396,0.1704666908592613,0.7229774906707793
770.36,417.03,26,4,4,3,88.9,82.0,14.69,2,1,1,3,1,4,1,5,5,1,2,5,2,-1.353436626782382,2.074057983168033,-0.8637538254247514,-0.05244084909126489,-0.8595386834926474,0.6124834093428561,-2.0526380494891163,-0.4849855761553888,-0.22508825739744187,-1.203186965542178
708.53,2115.61,25,8,8,5,53.1,79.3,11.51,5,3,5,5,2,3,1,1,1,4,2,2,5,2.1256710301348933,-2.159683920674119,1.3960707234067915,-0.8156718253475763,-0.884633778654566,0.8053171792858208,-0.5314313096975377,1.1672048416699534,0.3948162635924919,1.5860389396566106
89.55,343.35,26,6,6,5,84.8,89.4,15.42,3,5,1,3,4,4,1,2,1,2,5,3,2,1.0790700331956362,1.2960680268911942,-0.4021043431280007,-0.16289241587133796,-0.6663939341858657,1.99114698987983,1.3252085317329125,1.2639301553912925,-0.027058627651535376,-0.5398910363846202
1105.05,202.19,19,5,5,5,74.8,91.6,18.37,1,3,1,3,5,5,2,4,2,3,1,1,1,0.5912770971530766,1.755534424534394,-0.6232164899056936,-0.9851152348317025,-0.1370973265252737,-0.17236623741247267,0.9240154397441736,-0.47844965448683774,-1.8397159137498158,1.250003351274557
100.92,2334.11,22,6,5,4,88.9,77.8,15.4,2,2,3,5,5,1,3,5,4,5,1,5,4,0.10691322479605246,0.03567393098571754,2.203235764120445,0.8308947554032241,0.4232379772403346,-0.7029586114622225,-0.7979796210763911,-0.7315287156432115,-0.5425034471471075,-1.0694425456996368
1222.19,93.11,24,7,7,3,92.6,77.5,9.88,3,5,1,5,5,1,2,5,4,5,2,1,2,0.5139545870660415,-1.1290460490214693,-0.5289450972230351,-0.16583687336753533,0.9411041009404237,0.4041337320310512,-0.13440773665403463,-0.9324397483763541,0.18757928654057457,1.4878150554556162
309.81,1114.9,24,7,6,4,73.5,86.8,11.56,4,5,5,3,4,1,2,5,5,2,5,1,1,0.75991552536442,-0.04498821953638831,0.38170171799448505,-1.761326820937162,0.6904692424839393,0.25902292989174425,1.0411543653406417,0.6030143888404992,2.032823236721399,-1.1595313774712666
244.66,1222.56,22,4,4,3,79.6,96.8,14.06,5,1,2,5,2,3,1,1,5,1,5,5,2,-1.325725357265873,1.9224133037755138,1.2729296618699812,1.6373446499522144,-1.191276773355133,0.9392123439550955,-0.23770917583581133,0.9730590632014554,0.5415395063565932,-1.9311947069459494
620.57,16.1,26,6,6,2,79.2,65.3,6.09,4,1,5,3,4,5,2,1,1,5,1,5,5,-1.1659091124803025,-2.730924491503121,-1.5461052890122133,0.8585530608278639,-2.020994637019797,0.8102303173221461,-0.49136696280403597,0.041022501673015334,-0.0245616759799001,1.022078344564222
470.9,408.26,21,5,4,3,91.2,80.8,15.59,4,5,5,5,5,1,5,5,1,1,2,5,4,-0.7019938094515513,1.9963112685807267,0.8468385014407315,0.015894931280121864,0.7366672005127873,-1.1376213216497717,0.41702187244056427,0.33217944479816724,0.5802188399964558,1.1368393381954618
244.75,571.69,23,7,7,5,79.3,77.8,14.75,5,3,3,5,1,3,1,2,3,5,5,4,3,1.5496947707941366,-0.5876803583325388,-0.018865207122104582,0.20259424564023482,-0.8590079806791919,0.6578971167764857,-0.5156863284128513,1.2934344651462615,0.8209252193322195,-1.2153629937181387
183.68,830.37,23,7,6,4,77.5,83.7,13.57,1,2,1,5,5,4,1,1,4,2,1,2,1,0.86767237603179,0.12090532724536011,1.2828511698638514,-0.2987869391079848,-1.1063331272374148,1.0707581389072427,0.8442689169776371,-1.2866653175196194,-1.1849023494636328,-0.8328286234508177
583.67,998.18,22,8,7,5,70.6,79.6,13.78,2,5,5,4,4,1,2,1,2,2,1,3,5,2.2160871570046514,-0.08646564731939309,0.8544992588038404,-0.6125008810250934,0.3226621705428982,-0.14931058264445513,1.350098054308611,-0.5055205331005539,-0.4195139151208551,1.2227554045209479
331.56,1892.11,22,6,6,4,67.7,74.0,13.05,2,1,4,5,2,1,1,5,3,3,4,2,5,0.3581206306478156,-0.394700613495896,1.3259861506954824,-1.4401899630046775,0.8072743753500992,-0.28147646357977063,-1.520861138653686,1.560854238434662,-0.8535482092419341,-1.0003543126188037
130.57,175.59,26,8,7,5,100.0,87.2,14.42,2,4,2,4,2,2,3,3,4,1,2,1,1,2.2482965504387242,1.287836073268927,-0.03360594433598672,-0.6114393845720745,0.7601593926271443,0.42075712839061896,-0.17687383145045352,-1.2128339422492782,1.524921874291917,-0.779028187994723
431.28,956.76,24,6,5,4,60.1,86.9,14.77,2,1,5,2,2,2,2,2,2,3,5,1,1,0.22680875764768701,0.4789339609072698,-0.2869070388769514,-1.581064982111774,-0.5428862772712117,0.026580178577309436,0.6787713692542239,1.052688996083977,0.38553817377446487,-0.7861970398194735
510.63,290.16,28,8,8,4,73.1,81.5,10.95,3,1,3,2,5,5,2,3,4,5,3,5,5,1.5442011485881284,-2.030030626426638,-1.427121338114227,1.2133426131523484,-0.6645253963174899,2.150306023093041,-0.5024634494761805,-0.12341631346235726,-0.47335228067367635,-1.0299308985817501
227.9,492.68,22,4,4,2,91.8,93.7,11.94,5,5,1,1,1,2,3,3,5,1,3,4,3,-1.8360820948558845,2.0600293775916474,-1.2338778897881832,0.861314807889324,0.21825318928731188,0.06870814392225391,-0.5154412048262549,-0.8183235481336998,1.2666519283516287,-0.9273884260741716
266.71,753.44,19,8,7,4,68.9,78.0,10.32,2,1,5,4,5,5,2,2,2,5,2,2,2,1.1476276323553516,-2.500086149561643,0.10375268742049705,-0.5399694018296611,-0.9546148232350199,-0.5349924672403792,1.0994400032389369,0.28338237683929296,-0.6892369265804088,-0.36166849793135597
809.75,1559.84,20,5,5,4,83.0,90.4,15.5,1,2,1,5,1,4,1,4,1,1,4,5,2,-0.08248415615333478,1.6403589748124496,0.7058310382026358,0.1337967490434275,-0.2718595050567088,-0.4218674543889472,-0.6976994009761179,1.7745192591060825,-1.5450297082368514,0.07489947034897167
158.29,570.23,20,8,7,3,90.8,92.4,10.05,4,5,4,5,1,3,3,3,1,5,2,5,2,0.7489168262137823,-1.6531189439298326,0.0922153342445356,1.258661931660395,0.14611765040495264,-1.8145671571076751,0.3880924118548719,0.43347254651409317,1.464666131761579,-0.0035897172330336883
232.75,53.49,25,7,7,5,73.1,84.3,14.62,3,1,5,5,3,3,4,1,2,2,4,2,1,1.782101059299444,0.3235046599063479,0.47832997161741386,-0.6612269322244245,-0.6424455118767927,0.5450924859260309,0.5087399254100634,0.2825520015126328,1.000508196860832,-0.581149976489836
227.38,362.65,18,7,7,5,91.7,81.4,15.5,5,3,3,5,4,1,1,4,5,4,4,2,1,1.8207670315922546,0.4927900764321676,0.4750717254963823,0.021170332181436425,-0.23372535503434852,-0.8325447381982992,0.36575657381479976,0.532526375689124,0.9929529075166056,-1.6170589663841513
653.94,59.47,18,4,3,1,73.1,76.8,6.94,4,2,1,3,3,5,2,5,5,3,3,5,1,-3.3467996140319314,-0.7732219098629068,-1.2712101466235812,-0.18883908610291159,-1.548737680381787,-0.4362424507669427,-0.8264869738223269,-0.2729755626331113,-0.9346618628096584,-1.1070524384156253
1704.09,1805.47,21,5,4,3,87.1,92.9,15.69,4,2,2,2,2,3,1,1,3,2,5,3,5,-0.6498614181488935,2.054798869361596,-1.0455921414220932,1.6752701236031937,0.22483753999780792,1.148803590104515,-0.42586280160955076,1.5517230899037242,-0.31600068745688054,2.0547180033174826
492.48,639.16,16,4,3,2,90.2,76.8,16.26,2,4,1,2,1,4,1,4,3,5,2,1,3,-2.15422348652644,1.0307445087339682,-1.544532175553732,-1.0681684355268253,0.41924451332924373,-1.148620583363191,-0.4043310335742945,-0.08448338065601274,-0.939448959534218,-0.09300515825286809
1440.71,801.37,21,4,4,2,100.0,94.2,10.21,3,4,4,4,3,4,1,4,2,5,2,5,2,-2.1955775296752815,-0.08906197946488403,-0.9008808892822595,1.826632739728218,0.09082530634168032,-1.026267935444346,0.6782437767012834,0.822428779454128,0.8568445197382746,1.7831096537322866
233.11,725.13,21,6,6,3,78.1,61.3,9.6,2,3,5,4,1,5,5,1,2,2,3,3,5,-0.3735248143737544,-1.2990215382344803,-0.5700730966784485,-1.510021474048722,0.1875507245794974,0.3078933570704572,-0.5758724568826685,-0.25952917355470845,-0.07184351658022674,0.4204220107104737
442.95,1625.53,16,4,3,2,78.9,82.5,15.4,2,2,5,5,4,2,1,1,1,4,1,5,1,-2.088412282077707,0.7675356702402376,1.7890559709056957,0.5549536929133246,-1.7394004382494366,-2.3126399511755,1.7624296492091545,0.33303490091095383,-0.7641913836986185,0.3363597189820202
196.74,437.92,26,4,4,4,81.6,73.3,18.87,4,2,2,3,4,5,4,1,2,3,4,2,5,-0.6491755401772755,1.8642278990210053,-0.5783368419273694,-0.35251488521532764,-0.49591675587517214,2.670695382237981,-0.538694174734148,0.20678112929077533,-0.3085255292418161,0.03560197665590585
245.85,1695.91,19,7,7,3,74.4,85.7,8.28,5,3,5,4,2,5,5,1,5,3,1,5,1,0.23944708522591082,-1.9924085451093942,0.8740924264416327,0.678085694053905,-1.2180303276282165,-0.8953082150116543,0.14488561495889588,-1.5773008754575262,1.8070702960327443,-0.4127657308702366
1006.7,187.61,24,6,5,5,81.9,76.4,19.21,1,5,1,4,4,4,2,5,1,3,3,3,2,0.9588932941506991,1.5744351506274838,-0.6091163907982629,-1.5919997950823155,-0.004788613177170387,0.8686881159897285,0.3173262353176755,0.3543053570163158,-1.3549109525248624,1.1583231577103614
226.64,676.96,29,6,6,4,80.3,74.1,14.64,2,3,3,5,4,1,4,3,3,3,1,5,1,0.5275507952059085,0.40955256744771756,1.317800058439488,-0.39713224694961075,-1.0357630365348038,0.488847422657125,-0.21336073702450284,-1.8089168574529626,0.5037096522212466,-0.4811289172985202
962.66,594.42,21,7,6,3,76.4,93.7,9.34,3,1,4,4,3,2,2,3,1,5,1,2,5,0.11127161386886458,-1.309483472217424,-0.38115384352173276,1.310530725791098,0.7814259363240015,-1.1528541682591271,-0.5711597228891049,0.6093782530282438,-0.4804825085618379,1.4839624759936745
500.71,3727.29,18,8,7,5,83.0,82.5,15.19,5,2,3,1,4,5,1,1,4,5,5,5,4,1.9964263359287113,-1.0383822401935863,0.3300470466461499,1.769297953805778,-1.4236338335974223,0.864787797037475,0.27980458177219303,1.4793385036606586,0.014261006798976579,-0.5285308254590435
273.28,1123.13,24,5,4,3,79.6,93.9,13.05,5,3,1,5,4,1,1,1,1,1,3,5,5,-0.883998795618593,1.7496376683198989,1.519988491965205,1.9755312242751353,-0.8144772816474296,1.0044648252861514,-0.04644868287136206,1.1852464618003433,-0.7202550053726424,0.3656540544799033
896.79,146.35,22,6,6,4,84.0,70.8,14.47,2,3,2,4,2,5,1,4,1,5,3,1,1,0.35521528474510344,-0.5331683949817492,-1.3549000347672049,-1.7314537176801605,-0.6958661029770034,0.06958220029088674,-0.36559738508497064,0.8086182294201321,-0.4424709278885679,0.8696581011539422
676.37,437.87,23,6,6,6,73.4,94.7,19.53,1,1,1,3,1,4,1,5,5,2,4,1,5,1.8092877728458536,2.2086244333212157,-0.8121678546602628,-0.8037316590138508,1.7677735874290363,1.1550066003808108,-1.6399966187632402,0.6494656770421613,-1.3457291707625363,-1.5484122554309945
391.05,205.1,20,6,5,3,93.2,95.2,11.75,5,5,1,5,2,2,3,4,1,5,5,3,2,-0.5161898276317622,0.03351713860354735,-0.3450158791136051,1.1920085966839873,0.8199141737782292,-0.6096072055267735,0.03553397514611664,1.4529603436261753,0.7738504055092121,0.16518923761146326
166.79,1641.93,18,4,3,2,83.0,96.5,12.94,3,1,4,4,4,3,2,2,5,4,1,3,3,-2.3248006462220907,0.6191575023875885,1.3209614776833547,1.4908156270915813,0.11497612725215887,-1.0163243697642226,0.49943731777969325,-0.6201166605160424,0.13516873899652346,-1.171764861808542
733.61,1384.01,23,8,7,4,100.0,80.8,12.47,4,4,1,4,1,5,1,1,1,5,5,1,1,1.380909327911523,-1.0859423747252808,-0.8795511639846044,0.2696913790189023,-0.6455354145473641,1.1442238582258166,-0.08640738609121532,1.488337497889135,1.1570597458205127,1.1129370100128853
254.04,614.83,20,8,7,6,79.8,83.5,16.77,5,5,1,5,1,1,3,5,5,1,3,2,1,2.8252466424634046,1.4966466214527399,0.8586820073266317,-1.471213475232059,0.277668256779151,-0.6031892561488892,-1.1331320376378322,-0.5158301292560152,0.965734450426373,-1.0585121445177466
183.77,2681.9,23,4,4,2,96.0,92.5,8.16,1,5,2,5,1,3,5,2,1,5,1,4,5,-2.483711089548844,-0.9163280507499179,1.5103363660137066,1.592425638303938,2.0347912228883027,-0.41691271549517017,-0.5220757725813665,-0.7850774143290791,0.16545591274513005,1.1754562017242698
104.07,298.39,20,8,8,6,65.6,100.0,14.69,4,5,4,3,4,1,5,2,5,4,5,1,5,2.9801199404150873,-0.09107184815520815,0.002541612370637707,0.20958070565145262,2.5291031336306666,0.5045481596259813,1.4314233345425087,-0.3877016897778875,0.6606663125617726,-1.1147573428590256
1034.15,1534.65,17,6,5,3,75.8,79.7,12.57,3,2,4,2,1,2,3,4,4,1,5,4,5,-0.24399973152029045,0.7470919721111069,-0.8601107994917221,-0.2747911299079718,0.8613870211470764,-0.8698461828548253,-1.0705141886186325,1.1272202602293468,-0.538507929642548,0.13271874657123445
617.69,1187.17,18,8,8,4,74.6,76.0,10.18,1,1,2,3,4,4,5,5,2,5,3,1,1,1.5268304997274182,-2.3343871374681617,-0.5796845986257354,-1.1226261416779197,0.3901505958537432,-1.0372992805095542,-0.6081120070186601,-0.27969499865426595,-1.3128343644421867,0.24078243437437963
336.45,1270.81,23,8,8,5,70.5,88.1,12.57,2,1,1,1,5,5,1,1,1,1,3,1,4,2.4443496476588416,-0.15101000276004328,-0.6658087155971981,-0.10580040600438227,-0.9120642467019818,1.7406745173604887,0.33910275614002455,0.8736369425574446,-1.8706113297874345,0.2501864213057272
67.48,269.52,24,6,5,4,64.1,67.9,14.61,2,5,1,5,5,3,5,5,1,4,2,1,5,0.028750911290106193,-0.4084303616554792,0.5605052930303621,-2.433312875631074,1.1091204418711238,1.1241078119431238,-0.5802495695123406,-0.6593433720809072,-1.845280527600101,0.5657486679624645
125.03,2141.29,21,5,4,3,62.9,73.5,12.24,2,1,1,5,3,5,5,5,5,3,4,1,1,-1.4416844972650724,-0.6861075330937743,1.5404704449532043,-2.2895207770254333,0.13914062740183306,0.8207395374603313,-1.614268241021081,-0.5681943997193986,-0.9267234056018718,-1.479595559403715
269.85,820.12,20,4,4,3,93.3,100.0,17.11,5,2,5,5,1,1,3,1,3,4,5,1,1,-1.0727991832187904,2.1009833188496403,0.7403423558391706,0.9995110651338184,0.6313809077961173,-1.0137485396906372,0.6377471777997767,1.1318314788113646,2.592252566340834,-0.6956706870023547
633.96,1714.37,21,7,7,6,65.3,50.6,15.1,2,2,5,2,3,5,5,1,5,5,1,4,4,1.9282386513650884,-1.6354325140183517,-0.40471848516805703,-1.7932412464922305,-1.3307681668099816,0.5488825297495807,-0.5982265754415675,-2.3705938685412367,-0.6307256118623406,0.15936268610185123
499.35,414.51,18,8,7,3,77.7,79.6,9.85,1,3,1,3,1,5,1,3,1,4,3,5,1,0.7007964199948518,-1.8326582833476535,-1.3358478166474599,-0.1372117819261315,-1.2668577079034735,-1.0908048281750966,0.10174949467740618,0.568512124710572,-1.6333164606380046,-0.40262351677294067
377.7,350.34,19,8,8,6,70.1,94.6,15.24,2,5,3,1,5,2,4,1,1,4,3,4,4,3.063803921248492,0.029699359925311572,-0.8935413966033022,0.8287617892905855,0.44804833876906014,-0.3462321924680949,2.3531827857214322,-0.3718629191481155,-1.1922988376490968,0.4451501627759108
192.98,318.67,22,6,6,4,89.4,58.4,14.0,1,2,1,3,3,2,2,5,1,2,4,3,5,0.5200397237204972,0.6336859466862076,-1.032106438330965,-1.4783931007966806,0.1071684679111563,0.26655200043260757,-1.5307597977698255,0.9868548144007958,-2.1494363664077607,-0.5628837668010874
449.78,263.26,25,6,6,4,75.6,81.6,12.23,1,1,4,4,5,3,1,1,5,4,1,4,2,0.30307194396546283,-0.5014579564385954,0.3056301178902701,0.5053550937225046,-1.137779374002733,0.6735461760384428,1.043685872471718,-1.5223756051445154,-0.44117673599293833,-1.201144380752398
736.99,584.86,22,4,4,3,94.6,100.0,13.22,2,1,2,5,5,2,3,1,3,1,1,3,5,-1.1688162923077603,2.335499478406569,0.889642399042403,2.464862571489635,1.00590210728343,0.4054912384409475,0.14852170483243365,-0.6378800513226207,-0.9287692568391448,0.8863169898056245
356.21,1113.12,24,5,5,5,70.3,82.9,18.27,5,2,2,4,5,1,2,5,5,5,3,1,4,0.4538835145834527,1.1354911610822522,0.9568280164062688,-0.4834736986689127,0.3528257878139322,0.9651036899065503,-1.0390230978841286,-0.004589517214491093,-0.02810567715754208,-1.0399128690647508
300.04,126.84,21,5,5,3,83.1,86.2,12.1,4,5,1,5,4,5,1,1,1,4,1,5,4,-0.9158529363889911,-0.19100179074096188,0.10571084377739629,1.3472174477779697,-1.146183702922125,0.619804297605536,0.8737963672388496,0.059434243162137655,-0.9901668410297539,0.6933101476596011
443.22,4124.6,24,6,5,1,67.0,70.4,5.0,3,2,5,5,1,1,5,4,5,5,1,3,5,-2.124743659130745,-3.3661113771581372,2.6374155049020827,-0.5541676501348988,1.1188666710153414,-0.6406001017147388,-2.597455071664015,-1.2421915403130797,0.9905843393389945,0.36736555783951313
244.45,74.29,20,7,6,4,87.5,96.0,15.09,4,5,2,2,2,1,1,5,5,3,1,2,5,1.0901811580493743,1.2599146419994154,-0.9394291621723714,0.3658305380285303,1.5742666515517414,-0.9572507439115109,-0.4740745618333621,-0.5943325638616381,0.46575484631216557,-1.0184763774228345
1905.73,1221.91,27,6,5,3,72.7,91.4,12.45,2,3,1,3,4,1,5,1,4,2,2,4,1,-0.13406615529611288,0.9582256455712416,-0.006722604219442953,1.0282001301887003,-0.28957473083270274,1.2508748527108389,0.13171385431858906,-2.334085112744068,-0.28596357345695156,2.7445466426649636
804.36,3880.69,23,7,6,5,90.9,97.1,15.59,2,4,5,2,5,3,5,2,3,5,5,1,3,1.4207674285583023,-0.11602548950333393,1.139799201664617,0.7822012740401515,2.0578831972584513,0.9039862828421741,1.5094766154459531,0.5015361649425545,1.5763535454023239,1.276003162674739
611.29,778.88,22,5,5,4,95.9,79.6,15.14,1,1,3,4,3,1,1,4,5,5,5,1,1,-0.19643500543441758,0.8324576898744178,-0.23336041158356063,-0.33778396989410625,0.7645501974269503,-0.1639991015040298,-0.0005078858087126053,0.38721704578692057,0.30458535990820934,-1.545900648864843
391.16,455.36,31,4,4,3,83.6,77.9,14.1,1,5,5,1,4,2,1,1,4,1,3,5,1,-1.2826352156188658,1.828465568826358,-0.6885542832799589,-0.8904207948669184,-1.4074678008896824,1.7230354614892962,2.1950546631416556,-1.0801781716504928,1.3589749798438668,-0.8131509072214743
1034.36,255.97,29,4,3,2,65.5,73.7,10.4,3,5,5,5,2,4,1,5,3,5,5,3,1,-2.7922523530535064,-1.1023747640299693,-0.5746666191138347,-2.3156890317922185,-0.37050276990716324,1.3529554570938116,0.29847537634079757,1.1222338130433347,1.402320440917475,0.23544407579291626
98.37,5437.64,18,4,4,3,65.7,69.8,14.12,5,1,3,5,5,1,1,3,4,1,2,2,1,-1.3664540453954905,0.5580991785247874,4.9854994800587376,-1.4952775034679853,-2.307486977087325,-0.5445647098418146,-0.814487386371426,0.659842331508282,-0.21483029717181856,-0.201753746946169
309.58,865.65,25,5,4,1,66.9,94.2,6.41,1,2,2,5,1,5,2,3,2,3,4,2,1,-2.683883015035209,-1.4547731902899792,0.2868025544873869,-0.6608952596671043,0.17532296915501697,0.6308565940804253,-0.214738624075583,0.759394186162136,-0.248829748611755,-0.7379762402659815
